"last_name, first_name",player_id,year,pa,strikeout,k_percent,bb_percent,whiff_percent,swing_percent,xwoba,xba,xslg,hard_hit_percent,barrel_batted_rate,avg_swing_speed,fast_swing_rate,swords,squared_up_contact,woba
"Povich, Cade",700249,2026,120,21,17.5,8.3,23.6,45.9,0.342,0.264,0.453,43.2,8.0,72.1,24.4,5.0,43.4,0.35
"Sabrowski, Erik",681870,2026,153,59,38.6,16.3,32.8,45.8,0.269,0.155,0.279,38.2,9.0,71.6,24.8,9.0,26.5,0.291
"Kirby, George",669923,2026,567,114,20.1,5.5,21.9,51.9,0.303,0.253,0.397,41.1,7.2,72.0,26.1,18.0,32.0,0.33
"Webb, Logan",657277,2026,560,110,19.6,5.7,20.8,48.2,0.295,0.249,0.365,38.0,5.1,72.2,28.5,15.0,31.8,0.268
"Cook, Alex",702047,2026,17,2,11.8,11.8,17.2,40.3,0.293,0.201,0.373,46.2,7.7,72.3,30.8,0.0,47.6,0.381
"Johnson, Seth",686751,2026,106,26,24.5,16.0,27.9,44.5,0.361,0.259,0.425,48.4,14.5,72.3,25.3,5.0,32.0,0.389
"Devenski, Chris",606965,2026,12,3,25.0,0.0,21.1,48.7,0.297,0.274,0.425,55.6,22.2,73.0,25.0,1.0,50.0,0.467
"Fulton, Dax",690978,2026,57,12,21.1,17.5,28.4,42.7,0.301,0.211,0.289,31.4,5.7,73.0,28.6,2.0,25.8,0.294
"Hartlieb, Geoff",664129,2026,64,6,9.4,14.1,24.5,47.0,0.327,0.254,0.389,40.8,8.2,72.0,20.5,5.0,42.6,0.392
"Martin, Chris",455119,2026,66,9,13.6,3.0,15.9,53.2,0.408,0.344,0.568,44.4,11.1,71.5,16.7,2.0,34.0,0.479
"Gray, Peyton",682608,2026,219,50,22.8,7.3,26.0,49.8,0.287,0.231,0.357,32.9,6.8,72.0,24.5,0.0,29.8,0.309
"Suarez, Ranger",624133,2026,467,113,24.2,7.1,23.0,46.0,0.295,0.249,0.351,32.8,4.7,72.0,26.5,12.0,30.9,0.284
"Garcia, Brandyn",805299,2026,138,42,30.4,6.5,26.8,44.7,0.235,0.173,0.268,33.7,4.8,72.1,23.9,4.0,33.6,0.225
"Keller, Mitch",656605,2026,503,89,17.7,8.3,20.5,47.4,0.355,0.288,0.455,42.3,7.4,72.2,27.3,12.0,37.0,0.333
"Gervase, Paul",801434,2026,34,8,23.5,14.7,28.0,40.3,0.306,0.238,0.313,42.9,4.8,74.1,40.5,0.0,33.3,0.286
"Taillon, Jameson",592791,2026,362,75,20.7,8.8,26.8,46.4,0.363,0.257,0.525,38.7,14.6,72.8,30.4,12.0,34.0,0.363
"Bivens, Spencer",702352,2026,10,3,30.0,10.0,18.2,48.9,0.25,0.204,0.255,33.3,0.0,69.2,15.0,0.0,37.5,0.337
"Roberts, Ethan",681799,2026,110,17,15.5,12.7,22.6,43.6,0.342,0.255,0.391,44.7,3.9,72.4,29.8,3.0,37.0,0.331
"Cantillo, Joey",676282,2026,542,139,25.6,10.9,30.7,45.0,0.304,0.228,0.368,39.2,8.2,72.2,26.5,18.0,32.0,0.332
"Treinen, Blake",595014,2026,100,25,25.0,10.0,25.7,47.9,0.348,0.261,0.475,42.2,12.7,71.9,27.0,2.0,26.7,0.312
"Díaz, Yilber",700270,2026,15,3,20.0,13.3,17.2,39.2,0.559,0.436,0.83,40.0,20.0,71.1,26.9,0.0,38.1,0.716
"Gilbert, Tyler",656457,2026,22,3,13.6,18.2,16.7,44.7,0.497,0.343,0.729,46.7,20.0,73.0,32.4,0.0,36.7,0.566
"Miller, Bryce",682243,2026,354,87,24.6,5.1,25.9,55.6,0.271,0.215,0.364,33.1,7.3,72.7,28.7,11.0,26.3,0.292
"Lodolo, Nick",666157,2026,316,57,18.0,9.2,21.9,46.3,0.369,0.287,0.465,38.6,8.9,72.1,25.7,10.0,33.5,0.356
"Liberatore, Matthew",669461,2026,541,125,23.1,8.1,23.4,46.8,0.336,0.264,0.441,41.7,9.0,72.7,31.2,18.0,34.0,0.349
"Karinchak, James",675916,2026,37,8,21.6,13.5,26.6,39.5,0.268,0.158,0.299,33.3,8.3,71.9,25.5,1.0,35.7,0.232
"Teodo, Emiliano",693713,2026,10,1,10.0,20.0,20.0,46.5,0.38,0.287,0.413,42.9,0.0,71.7,26.3,0.0,33.3,0.444
"Whitlock, Garrett",676477,2026,168,49,29.2,4.2,29.8,57.3,0.247,0.218,0.314,33.9,3.6,70.9,19.7,8.0,29.3,0.234
"Yesavage, Trey",702056,2026,386,91,23.6,11.9,30.0,47.3,0.285,0.2,0.33,34.0,6.1,72.2,27.0,17.0,31.9,0.28
"De Los Santos, Enyel",660853,2026,240,53,22.1,5.4,28.2,55.1,0.285,0.234,0.377,36.2,5.2,71.8,22.8,8.0,30.7,0.298
"Black, Mason",696131,2026,130,19,14.6,14.6,19.2,40.5,0.387,0.283,0.475,46.7,10.0,72.0,22.8,0.0,42.4,0.348
"Rashi, Taylor",688497,2026,15,4,26.7,6.7,43.3,66.7,0.326,0.257,0.444,40.0,10.0,71.8,26.1,2.0,31.3,0.302
"Kelly, Antoine",681520,2026,4,1,25.0,25.0,14.3,38.9,0.454,0.396,0.448,100.0,0.0,72.1,14.3,0.0,33.3,0.174
"Rodriguez, Carlos",692230,2026,42,8,19.0,9.5,26.4,50.0,0.282,0.228,0.327,16.7,3.3,71.7,30.8,1.0,25.9,0.323
"Springs, Jeffrey",605488,2026,504,89,17.7,9.3,23.3,46.2,0.344,0.257,0.458,35.3,9.7,71.9,24.4,16.0,34.2,0.37
"Houser, Adrian",605288,2026,464,73,15.7,7.3,17.8,46.2,0.341,0.269,0.456,42.2,8.8,71.9,25.9,9.0,37.5,0.327
"Junis, Jakob",596001,2026,173,32,18.5,4.0,19.9,47.5,0.302,0.263,0.389,34.4,3.8,72.0,27.1,2.0,35.0,0.265
"Foster, Cameron",671382,2026,49,9,18.4,16.3,27.9,45.5,0.336,0.254,0.358,28.1,6.5,71.4,29.9,0.0,24.6,0.461
"Manfredi, Mark",815081,2026,6,2,33.3,16.7,28.6,36.8,0.242,0.148,0.19,0.0,0.0,70.9,0.0,0.0,40.0,0.265
"Nelson, Ryne",669194,2026,355,62,17.5,6.2,21.0,54.2,0.349,0.261,0.5,43.4,10.2,71.7,22.9,17.0,34.1,0.336
"Barnett, Mason",686930,2026,185,38,20.5,13.0,22.2,43.6,0.349,0.25,0.446,37.2,9.9,72.0,25.3,5.0,33.5,0.388
"Cruz, Yovanny",672442,2026,44,10,22.7,13.6,27.0,46.0,0.353,0.275,0.391,51.9,0.0,71.5,21.2,0.0,35.4,0.398
"Henderson, Logan",701656,2026,240,75,31.3,5.0,28.1,53.9,0.256,0.204,0.337,37.5,8.6,72.1,26.0,6.0,27.4,0.262
"Oviedo, Johan",670912,2026,18,3,16.7,5.6,13.5,51.4,0.484,0.338,0.767,61.5,23.1,72.6,25.0,0.0,33.3,0.546
